gene,transcript_id,transcript_name,strand,last_exon_start,last_exon_end,utr_length,utr_status,ig_label
SELP,ENST00000909599,SELP-210,-,169588426,169589565,1725,valid,
SELP,ENST00000909600,SELP-211,-,169588426,169589461,1725,valid,
SELP,ENST00000909601,SELP-212,-,169588849,169589869,1302,valid,
SELP,ENST00000909602,SELP-213,-,169588852,169589285,1299,valid,
SELP,ENST00000909603,SELP-214,-,169588849,169589533,1302,valid,
SELP,ENST00000909604,SELP-215,-,169588849,169589565,1302,valid,
SELP,ENST00000909605,SELP-216,-,169588849,169589533,1302,valid,
SELP,ENST00000909606,SELP-217,-,169588849,169590202,1302,valid,
SELP,ENST00000909607,SELP-218,-,169588849,169590202,1302,valid,
SELP,ENST00000909608,SELP-219,-,169588849,169589533,1302,valid,
SELP,ENST00000909609,SELP-220,-,169588851,169589461,1300,valid,
SELP,ENST00000909610,SELP-221,-,169588849,169589533,1302,valid,
SELP,ENST00000958021,SELP-222,-,169588849,169590023,1302,valid,
SELP,ENST00000958022,SELP-223,-,169588851,169589869,1300,valid,
SELP,ENST00000958023,SELP-224,-,169588849,169589869,1302,valid,
SELP,ENST00000958024,SELP-225,-,169588849,169589461,1302,valid,
SELP,ENST00000958025,SELP-226,-,169588851,169589533,1300,valid,
SELP,ENST00000958026,SELP-227,-,169588852,169589869,1299,valid,
SELP,ENST00000958027,SELP-228,-,169588852,169589565,1299,valid,
SELP,ENST00000958028,SELP-229,-,169588853,169589461,1298,valid,
SELP,ENST00000958029,SELP-230,-,169588852,169589869,1299,valid,
SELPLG,ENST00000228463,SELPLG-201,-,108620413,108624312,2659,valid,
SELPLG,ENST00000388962,SELPLG-202,-,108622688,108623887,384,valid,
SELPLG,ENST00000550948,SELPLG-203,-,108621895,108624312,1177,valid,
SELPLG,ENST00000884614,SELPLG-204,-,108622275,108624312,797,valid,
SELPLG,ENST00000884615,SELPLG-205,-,108622277,108624312,795,valid,
SELPLG,ENST00000942795,SELPLG-206,-,108622275,108624312,797,valid,
TGFBR1,ENST00000374990,TGFBR1-201,+,99149180,99153649,4347,valid,
TGFBR1,ENST00000374994,TGFBR1-202,+,99149180,99154192,4890,valid,
TGFBR1,ENST00000546584,TGFBR1-203,+,99149180,99154192,4890,valid,
TGFBR1,ENST00000547314,TGFBR1-204,+,99149180,99154192,4890,valid,
TGFBR1,ENST00000548365,TGFBR1-205,+,99149180,99149448,3891,valid,
TGFBR1,ENST00000549021,TGFBR1-206,+,99149180,99149448,146,valid,
TGFBR1,ENST00000549766,TGFBR1-207,+,99149180,99149528,1868,valid,
TGFBR1,ENST00000550253,TGFBR1-208,+,99149180,99149341,39,valid,
TGFBR1,ENST00000552516,TGFBR1-209,+,99149180,99153658,4356,valid,
TGFBR1,ENST00000552573,TGFBR1-210,+,99149180,99154192,4890,valid,
TGFBR1,ENST00000698941,TGFBR1-211,+,99149180,99151351,2049,valid,
TGFBR1,ENST00000698942,TGFBR1-212,+,99149180,99149580,19527,valid,
TGFBR1,ENST00000698943,TGFBR1-213,+,99149180,99151361,,missing_CDS,
TGFBR1,ENST00000714345,TGFBR1-214,+,99149180,99153692,4390,valid,
TGFBR1,ENST00000714346,TGFBR1-215,+,99149180,99153649,46564,valid,
TGFBR1,ENST00000714347,TGFBR1-216,+,99149180,99153643,42788,valid,
TGFBR1,ENST00000714348,TGFBR1-217,+,99149180,99153650,4348,valid,
TGFBR1,ENST00000714349,TGFBR1-218,+,99149180,99153646,24671,valid,
TGFBR1,ENST00000714350,TGFBR1-219,+,99149180,99153649,34875,valid,
TGFBR1,ENST00000714351,TGFBR1-220,+,99149180,99153644,24669,valid,
TGFBR1,ENST00000858563,TGFBR1-221,+,99149180,99153690,4388,valid,
TGFBR1,ENST00000858564,TGFBR1-222,+,99149180,99153649,4347,valid,
TGFBR1,ENST00000937285,TGFBR1-223,+,99149180,99154192,4890,valid,
TGFBR1,ENST00000937286,TGFBR1-224,+,99149180,99153649,4347,valid,
TGFBR1,ENST00000937287,TGFBR1-225,+,99149180,99153649,4347,valid,
TGFBR1,ENST00000937288,TGFBR1-226,+,99149180,99153649,4347,valid,
TGFBR1,ENST00000971225,TGFBR1-227,+,99149180,99153646,4344,valid,
TGFBR2,ENST00000295754,TGFBR2-201,+,30691420,30694142,2546,valid,
TGFBR2,ENST00000359013,TGFBR2-202,+,30691420,30694142,2546,valid,
TGFBR2,ENST00000672050,TGFBR2-203,+,30691420,30691926,,missing_CDS,
TGFBR2,ENST00000672866,TGFBR2-204,+,30691420,30694093,,missing_CDS,
TGFBR2,ENST00000673203,TGFBR2-205,+,30691420,30693820,,missing_CDS,
TGFBR2,ENST00000673250,TGFBR2-206,+,30650270,30650457,,missing_CDS,
TGFBR2,ENST00000714389,TGFBR2-207,+,30691420,30694139,2543,valid,
TGFBR2,ENST00000714390,TGFBR2-208,+,30691420,30694249,2653,valid,
TGFBR2,ENST00000714391,TGFBR2-209,+,30691420,30694106,2510,valid,
TGFBR2,ENST00000714392,TGFBR2-210,+,30691420,30694109,49196,valid,
TGFBR2,ENST00000894724,TGFBR2-211,+,30691420,30692467,871,valid,
TGFBR2,ENST00000941788,TGFBR2-212,+,30691420,30694108,2512,valid,
TGFBR2,ENST00000941789,TGFBR2-213,+,30691420,30692505,909,valid,
TIGIT,ENST00000383671,TIGIT-201,+,114307895,114310288,2160,valid,
TIGIT,ENST00000461158,TIGIT-202,+,114307895,114307967,,invalid_or_negative,
TIGIT,ENST00000481065,TIGIT-203,+,114307895,114308290,162,valid,
TIGIT,ENST00000484319,TIGIT-204,+,114307895,114307949,,invalid_or_negative,
TIGIT,ENST00000485814,TIGIT-205,+,114295545,114296020,,missing_CDS,
TIGIT,ENST00000486257,TIGIT-206,+,114307895,114310288,2160,valid,
TIGIT,ENST00000496848,TIGIT-207,+,114307895,114308051,,missing_CDS,
TIGIT,ENST00000891102,TIGIT-208,+,114307898,114310288,2160,valid,
TIGIT,ENST00000891103,TIGIT-209,+,114307895,114310286,2158,valid,
TIGIT,ENST00000891104,TIGIT-210,+,114307898,114310269,2141,valid,
TNFRSF1A,ENST00000162749,TNFRSF1A-201,-,6328771,6329622,544,valid,
TNFRSF1A,ENST00000366159,TNFRSF1A-202,-,6328791,6329622,,missing_CDS,
TNFRSF1A,ENST00000437813,TNFRSF1A-203,-,6328791,6329622,3100,valid,
TNFRSF1A,ENST00000440083,TNFRSF1A-204,-,6328791,6329622,524,valid,
TNFRSF1A,ENST00000534885,TNFRSF1A-205,-,6328757,6329622,4343,valid,
TNFRSF1A,ENST00000535038,TNFRSF1A-206,-,6329994,6330295,,missing_CDS,
TNFRSF1A,ENST00000535958,TNFRSF1A-207,-,6328791,6329622,5098,valid,
TNFRSF1A,ENST00000536194,TNFRSF1A-208,-,6333458,6333516,,invalid_or_negative,
TNFRSF1A,ENST00000537842,TNFRSF1A-209,-,6329868,6329899,,missing_CDS,
TNFRSF1A,ENST00000538363,TNFRSF1A-210,-,6333920,6334244,,missing_CDS,
TNFRSF1A,ENST00000539372,TNFRSF1A-211,-,6330442,6330711,,invalid_or_negative,
TNFRSF1A,ENST00000540022,TNFRSF1A-212,-,6329237,6329622,78,valid,
TNFRSF1A,ENST00000543048,TNFRSF1A-213,-,6333066,6333147,780,valid,
TNFRSF1A,ENST00000543995,TNFRSF1A-214,-,6329145,6329622,4284,valid,
TNFRSF1A,ENST00000698337,TNFRSF1A-215,-,6328791,6329622,,missing_CDS,
TNFRSF1A,ENST00000698338,TNFRSF1A-216,-,6328791,6329622,,missing_CDS,
TNFRSF1A,ENST00000698339,TNFRSF1A-217,-,6328791,6329622,3100,valid,
TNFRSF1A,ENST00000698340,TNFRSF1A-218,-,6328791,6329622,1486,valid,
TNFRSF1A,ENST00000898686,TNFRSF1A-219,-,6328777,6329622,538,valid,
TNFRSF1A,ENST00000898687,TNFRSF1A-220,-,6328771,6329622,544,valid,
TNFRSF1A,ENST00000898688,TNFRSF1A-221,-,6328766,6329622,549,valid,
TNFRSF1A,ENST00000898689,TNFRSF1A-222,-,6328779,6329622,536,valid,
TNFRSF1A,ENST00000947891,TNFRSF1A-223,-,6328779,6329622,536,valid,
TNFRSF1A,ENST00000947892,TNFRSF1A-224,-,6328767,6329622,548,valid,
TNFRSF1A,ENST00000947893,TNFRSF1A-225,-,6328773,6329622,542,valid,
TNFRSF1B,ENST00000376259,TNFRSF1B-201,+,12206740,12209220,2203,valid,
TNFRSF1B,ENST00000489921,TNFRSF1B-202,+,12192863,12193008,,missing_CDS,
TNFRSF1B,ENST00000492361,TNFRSF1B-203,+,12206740,12209228,,missing_CDS,
TNFRSF1B,ENST00000536782,TNFRSF1B-204,+,12192348,12192358,3,valid,
TNFRSF1B,ENST00000857300,TNFRSF1B-205,+,12206737,12209227,2210,valid,
TNFRSF1B,ENST00000857301,TNFRSF1B-206,+,12206740,12209218,2201,valid,
TNFRSF1B,ENST00000857302,TNFRSF1B-207,+,12206740,12209220,2203,valid,
TNFRSF1B,ENST00000857303,TNFRSF1B-208,+,12206737,12207924,907,valid,
TNFRSF1B,ENST00000857304,TNFRSF1B-209,+,12206740,12207924,907,valid,
TNFRSF1B,ENST00000941754,TNFRSF1B-210,+,12206740,12209221,2204,valid,
TNFRSF1B,ENST00000941755,TNFRSF1B-211,+,12206740,12209219,2202,valid,
TNFRSF1B,ENST00000941756,TNFRSF1B-212,+,12206740,12209217,2200,valid,
TNFRSF1B,ENST00000941757,TNFRSF1B-213,+,12206740,12207924,907,valid,
TNFRSF1B,ENST00000941758,TNFRSF1B-214,+,12206737,12207746,729,valid,
TNFSF10,ENST00000241261,TNFSF10-201,-,172505508,172506919,987,valid,
TNFSF10,ENST00000420541,TNFSF10-202,-,172505662,172506919,1225,valid,
TNFSF10,ENST00000430881,TNFSF10-203,-,172507284,172507449,2014,valid,
TNFSF10,ENST00000466777,TNFSF10-204,-,172517355,172518465,,missing_CDS,
TNFSF10,ENST00000472804,TNFSF10-205,-,172511445,172511659,,missing_CDS,
TNFSF10,ENST00000494851,TNFSF10-206,-,172509146,172509321,,missing_CDS,
TNFSF10,ENST00000855868,TNFSF10-207,-,172505510,172506919,985,valid,
TNFSF10,ENST00000855869,TNFSF10-208,-,172505519,172506919,976,valid,
TNFSF10,ENST00000855870,TNFSF10-209,-,172505674,172506919,821,valid,
TNFSF10,ENST00000855871,TNFSF10-210,-,172506404,172506919,91,valid,
TNFSF10,ENST00000855872,TNFSF10-211,-,172506404,172506919,91,valid,
TNFSF10,ENST00000967485,TNFSF10-212,-,172505517,172506919,978,valid,
TNFSF13,ENST00000338784,TNFSF13-201,+,7560724,7561601,771,valid,
TNFSF13,ENST00000349228,TNFSF13-202,+,7560724,7561600,770,valid,
TNFSF13,ENST00000380535,TNFSF13-203,+,7560724,7561608,778,valid,
TNFSF13,ENST00000396542,TNFSF13-204,+,7560724,7560835,5,valid,
TNFSF13,ENST00000396545,TNFSF13-205,+,7560999,7561601,599,valid,
TNFSF13,ENST00000436057,TNFSF13-206,+,7560350,7560372,,invalid_or_negative,
TNFSF13,ENST00000438470,TNFSF13-207,+,7560350,7560394,,invalid_or_negative,
TNFSF13,ENST00000483039,TNFSF13-208,+,7560724,7561292,462,valid,
TNFSF13,ENST00000625791,TNFSF13-209,+,7560724,7560838,8,valid,
TNFSF13B,ENST00000375887,TNFSF13B-201,+,108306826,108308478,1543,valid,
TNFSF13B,ENST00000430559,TNFSF13B-202,+,108306826,108308484,1549,valid,
TNFSF13B,ENST00000479435,TNFSF13B-203,+,108303454,108303604,,missing_CDS,
TNFSF13B,ENST00000486502,TNFSF13B-204,+,108270100,108270417,,missing_CDS,
TNFSF13B,ENST00000493765,TNFSF13B-205,+,108306826,108307033,,missing_CDS,
TNFSF13B,ENST00000542136,TNFSF13B-206,+,108303454,108303467,3,valid,
TP53,ENST00000269305,TP53-201,-,7668421,7669690,1191,valid,
TP53,ENST00000359597,TP53-202,-,7666086,7666244,123,valid,
TP53,ENST00000413465,TP53-203,-,7661779,7662014,163,valid,
TP53,ENST00000420246,TP53-204,-,7668404,7669690,4906,valid,
TP53,ENST00000445888,TP53-205,-,7668421,7669690,1191,valid,
TP53,ENST00000455263,TP53-206,-,7668404,7669690,4818,valid,
TP53,ENST00000503591,TP53-207,-,7668421,7669690,1191,valid,
TP53,ENST00000504290,TP53-208,-,7668402,7669690,4820,valid,
TP53,ENST00000504937,TP53-209,-,7668402,7669690,1210,valid,
TP53,ENST00000505014,TP53-210,-,7674526,7674971,,missing_CDS,
TP53,ENST00000508793,TP53-211,-,7668413,7669690,1199,valid,
TP53,ENST00000509690,TP53-212,-,7668421,7669690,1191,valid,
TP53,ENST00000510385,TP53-213,-,7668402,7669690,4908,valid,
TP53,ENST00000514944,TP53-214,-,7668421,7669690,1191,valid,
TP53,ENST00000571370,TP53-215,-,7685249,7687523,,missing_CDS,
TP53,ENST00000574684,TP53-216,-,7674254,7674290,,missing_CDS,
TP53,ENST00000576024,TP53-217,-,7668421,7669690,1231,valid,
TP53,ENST00000604348,TP53-218,-,7668421,7669690,1191,valid,
TP53,ENST00000610292,TP53-219,-,7668402,7669690,1210,valid,
TP53,ENST00000610538,TP53-220,-,7668404,7669690,4818,valid,
TP53,ENST00000610623,TP53-221,-,7668402,7669690,4820,valid,
TP53,ENST00000618944,TP53-222,-,7668402,7669690,4908,valid,
TP53,ENST00000619186,TP53-223,-,7668402,7669690,1210,valid,
TP53,ENST00000619485,TP53-224,-,7668421,7669690,1191,valid,
TP53,ENST00000620739,TP53-225,-,7668402,7669690,1210,valid,
TP53,ENST00000622645,TP53-226,-,7668404,7669690,4906,valid,
TP53,ENST00000635293,TP53-227,-,7665416,7665531,1763,valid,
TP53,ENST00000714356,TP53-228,-,7665963,7666244,224,valid,
TP53,ENST00000714357,TP53-229,-,7668413,7669690,1199,valid,
TP53,ENST00000714358,TP53-230,-,7668421,7669690,7821,valid,
TP53,ENST00000714359,TP53-231,-,7668525,7669690,1087,valid,
TP53,ENST00000714408,TP53-232,-,7668421,7669784,1231,valid,
TP53,ENST00000714409,TP53-233,-,7668421,7670715,2187,valid,
TP53,ENST00000905353,TP53-234,-,7669550,7669690,62,valid,
TP53,ENST00000923566,TP53-235,-,7668423,7669690,1189,valid,
TP53,ENST00000923567,TP53-236,-,7668415,7669690,1197,valid,
TP53,ENST00000923568,TP53-237,-,7668421,7669690,1191,valid,
TP53,ENST00000923569,TP53-238,-,7668419,7669690,1193,valid,
TP53,ENST00000949117,TP53-239,-,7668417,7669690,1195,valid,
VCAM1,ENST00000294728,VCAM1-201,+,100738123,100739045,765,valid,
VCAM1,ENST00000347652,VCAM1-202,+,100738123,100739045,765,valid,
VCAM1,ENST00000370115,VCAM1-203,+,100738123,100739038,758,valid,
VCAM1,ENST00000370119,VCAM1-204,+,100738123,100738613,333,valid,
VCAM1,ENST00000603679,VCAM1-205,+,100735175,100739039,,missing_CDS,
VCAM1,ENST00000650339,VCAM1-206,+,100738123,100739029,15902,valid,
VCAM1,ENST00000855907,VCAM1-207,+,100738123,100739042,762,valid,
VCAM1,ENST00000949395,VCAM1-208,+,100738123,100739043,763,valid,
VCAM1,ENST00000949396,VCAM1-209,+,100738123,100739036,756,valid,
VEGFA,ENST00000230480,VEGFA-201,+,43784541,43784935,376,valid,
VEGFA,ENST00000324450,VEGFA-202,+,43784541,43784562,3,valid,
VEGFA,ENST00000372055,VEGFA-203,+,43784541,43784609,50,valid,
VEGFA,ENST00000372064,VEGFA-204,+,43784541,43786487,1928,valid,
VEGFA,ENST00000372067,VEGFA-205,+,43784541,43786487,1928,valid,
VEGFA,ENST00000372077,VEGFA-206,+,43784541,43786487,1928,valid,
VEGFA,ENST00000413642,VEGFA-207,+,43784541,43784589,30,valid,
VEGFA,ENST00000417285,VEGFA-208,+,43784541,43784562,19,valid,
VEGFA,ENST00000425836,VEGFA-209,+,43784541,43786487,1862,valid,
VEGFA,ENST00000457104,VEGFA-210,+,43784541,43784562,3,valid,
VEGFA,ENST00000476772,VEGFA-211,+,43778460,43778764,,missing_CDS,
VEGFA,ENST00000480614,VEGFA-212,+,43778889,43786484,,missing_CDS,
VEGFA,ENST00000482630,VEGFA-213,+,43784607,43784658,33,valid,
VEGFA,ENST00000493786,VEGFA-214,+,43784541,43784564,,missing_CDS,
VEGFA,ENST00000497139,VEGFA-215,+,43784541,43786439,,missing_CDS,
VEGFA,ENST00000512683,VEGFA-216,+,43777469,43777825,,missing_CDS,
VEGFA,ENST00000518538,VEGFA-217,+,43778889,43778937,,missing_CDS,
VEGFA,ENST00000518689,VEGFA-218,+,43784541,43784562,3,valid,
VEGFA,ENST00000518824,VEGFA-219,+,43784607,43784658,33,valid,
VEGFA,ENST00000519767,VEGFA-220,+,43784541,43784562,3,valid,
VEGFA,ENST00000520265,VEGFA-221,+,43784541,43784562,3,valid,
VEGFA,ENST00000520948,VEGFA-222,+,43784541,43784949,390,valid,
VEGFA,ENST00000523125,VEGFA-223,+,43784541,43784562,19,valid,
VEGFA,ENST00000523873,VEGFA-224,+,43784541,43784609,50,valid,
VEGFA,ENST00000523950,VEGFA-225,+,43784541,43784902,343,valid,
VEGFA,ENST00000672860,VEGFA-226,+,43784541,43786487,1928,valid,
VIM,ENST00000224237,VIM-201,+,17237230,17237593,325,valid,
VIM,ENST00000421459,VIM-202,+,17234693,17235085,,missing_CDS,
VIM,ENST00000469543,VIM-203,+,17237230,17237593,2203,valid,
VIM,ENST00000478746,VIM-204,+,17229276,17229870,,invalid_or_negative,
VIM,ENST00000485947,VIM-205,+,17230650,17231093,,missing_CDS,
VIM,ENST00000487938,VIM-206,+,17237230,17237593,1684,valid,
VIM,ENST00000495528,VIM-207,+,17234693,17235034,,missing_CDS,
VIM,ENST00000497849,VIM-208,+,17229276,17229750,,invalid_or_negative,
VIM,ENST00000544301,VIM-209,+,17237230,17237593,325,valid,
VIM,ENST00000637053,VIM-210,+,17233770,17234124,,missing_CDS,
VIM,ENST00000881961,VIM-211,+,17237230,17237593,325,valid,
VIM,ENST00000881962,VIM-212,+,17237230,17237593,325,valid,
VIM,ENST00000881963,VIM-213,+,17237230,17237593,325,valid,
VIM,ENST00000946784,VIM-214,+,17237230,17237591,323,valid,
VIM,ENST00000946785,VIM-215,+,17237230,17237593,325,valid,
VIM,ENST00000946786,VIM-216,+,17237230,17237593,325,valid,
VIM,ENST00000946787,VIM-217,+,17237230,17237590,322,valid,
