gene,polyA_group,feature_type,feature_id,chrom,start,end,strand,transcripts,transcript_names,avg_utr_length,min_utr_length,max_utr_length,evidence_tier
CD44,CD44_polyA8,last_exon_group,CD44_polyA8_exon_ENST00000534082,11,35205785,35206047,+,ENST00000534082,CD44-237,,,,tier1_group
CD44,CD44_polyA9,polyA_window,CD44_polyA9_window,11,35207950,35208350,+,ENST00000525211;ENST00000532339,CD44-214;CD44-235,0.0,0,0,tier3_polyA
CD44,CD44_polyA9,last_exon_group,CD44_polyA9_exon_ENST00000525211,11,35208105,35208137,+,ENST00000525211,CD44-214,0.0,0,0,tier1_group
CD44,CD44_polyA9,last_exon_group,CD44_polyA9_exon_ENST00000532339,11,35208105,35208164,+,ENST00000532339,CD44-235,0.0,0,0,tier1_group
CD44,CD44_polyA10,polyA_window,CD44_polyA10_window,11,35209771,35210171,+,ENST00000527889;ENST00000528086,CD44-226;CD44-227,0.0,0,0,tier3_polyA
CD44,CD44_polyA10,last_exon_group,CD44_polyA10_exon_ENST00000527889,11,35209965,35209969,+,ENST00000527889,CD44-226,0.0,0,0,tier1_group
CD44,CD44_polyA10,last_exon_group,CD44_polyA10_exon_ENST00000528086,11,35209965,35209974,+,ENST00000528086,CD44-227,0.0,0,0,tier1_group
CD44,CD44_polyA11,polyA_window,CD44_polyA11_window,11,35211112,35211512,+,ENST00000526553;ENST00000525685;ENST00000531110;ENST00000531873;ENST00000533222;ENST00000528672,CD44-223;CD44-219;CD44-231;CD44-234;CD44-236;CD44-229,0.0,0,0,tier3_polyA
CD44,CD44_polyA11,last_exon_group,CD44_polyA11_exon_ENST00000526553,11,35211246,35211253,+,ENST00000526553,CD44-223,0.0,0,0,tier1_group
CD44,CD44_polyA11,last_exon_group,CD44_polyA11_exon_ENST00000525685,11,35211246,35211257,+,ENST00000525685,CD44-219,0.0,0,0,tier1_group
CD44,CD44_polyA11,last_exon_group,CD44_polyA11_exon_ENST00000531110,11,35211246,35211309,+,ENST00000531110,CD44-231,0.0,0,0,tier1_group
CD44,CD44_polyA11,last_exon_group,CD44_polyA11_exon_ENST00000531873,11,35211246,35211310,+,ENST00000531873,CD44-234,0.0,0,0,tier1_group
CD44,CD44_polyA11,last_exon_group,CD44_polyA11_exon_ENST00000533222,11,35211246,35211342,+,ENST00000533222,CD44-236,0.0,0,0,tier1_group
CD44,CD44_polyA11,last_exon_group,CD44_polyA11_exon_ENST00000528672,11,35211246,35211401,+,ENST00000528672,CD44-229,0.0,0,0,tier1_group
CD44,CD44_polyA12,polyA_window,CD44_polyA12_window,11,35214661,35215061,+,ENST00000526000,CD44-221,0.0,0,0,tier3_polyA
CD44,CD44_polyA12,last_exon_group,CD44_polyA12_exon_ENST00000526000,11,35214852,35214861,+,ENST00000526000,CD44-221,0.0,0,0,tier1_group
CD44,CD44_polyA13,polyA_window,CD44_polyA13_window,11,35221523,35221923,+,ENST00000525293;ENST00000531141,CD44-216;CD44-233,,,,tier3_polyA
CD44,CD44_polyA13,last_exon_group,CD44_polyA13_exon_ENST00000525293,11,35221654,35221716,+,ENST00000525293,CD44-216,,,,tier1_group
CD44,CD44_polyA13,last_exon_group,CD44_polyA13_exon_ENST00000531141,11,35221654,35221731,+,ENST00000531141,CD44-233,,,,tier1_group
CD44,CD44_polyA14,polyA_window,CD44_polyA14_window,11,35223120,35223520,+,ENST00000442151,CD44-211,945.0,945,945,tier3_polyA
CD44,CD44_polyA14,last_exon_group,CD44_polyA14_exon_ENST00000442151,11,35222375,35223320,+,ENST00000442151,CD44-211,945.0,945,945,tier1_group
CD44,CD44_polyA15,polyA_window,CD44_polyA15_window,11,35228964,35229364,+,ENST00000525688,CD44-220,0.0,0,0,tier3_polyA
CD44,CD44_polyA15,last_exon_group,CD44_polyA15_exon_ENST00000525688,11,35229129,35229164,+,ENST00000525688,CD44-220,0.0,0,0,tier1_group
CD44,CD44_polyA16,polyA_window,CD44_polyA16_window,11,35229044,35229444,+,ENST00000278385,CD44-202,0.0,0,0,tier3_polyA
CD44,CD44_polyA16,last_exon_group,CD44_polyA16_exon_ENST00000278385,11,35229129,35229244,+,ENST00000278385,CD44-202,0.0,0,0,tier1_group
CD44,CD44_polyA17,polyA_window,CD44_polyA17_window,11,35229129,35229529,+,ENST00000279452;ENST00000278386;ENST00000352818,CD44-204;CD44-203;CD44-205,17.333333333333332,0,49,tier3_polyA
CD44,CD44_polyA17,last_exon_group,CD44_polyA17_exon_ENST00000279452,11,35229129,35229322,+,ENST00000279452,CD44-204,17.333333333333332,0,49,tier1_group
CD44,CD44_polyA17,last_exon_group,CD44_polyA17_exon_ENST00000278386,11,35229129,35229333,+,ENST00000278386,CD44-203,17.333333333333332,0,49,tier1_group
CD44,CD44_polyA17,last_exon_group,CD44_polyA17_exon_ENST00000352818,11,35229129,35229333,+,ENST00000352818,CD44-205,17.333333333333332,0,49,tier1_group
CD44,CD44_polyA18,polyA_window,CD44_polyA18_window,11,35229265,35229665,+,ENST00000527326;ENST00000526669;ENST00000969377;ENST00000969372;ENST00000969373;ENST00000969374;ENST00000969375;ENST00000969376;ENST00000969370;ENST00000969371;ENST00000415148;ENST00000904023;ENST00000969365;ENST00000969367;ENST00000969368;ENST00000969369;ENST00000969366;ENST00000904022,CD44-225;CD44-224;CD44-299;CD44-294;CD44-295;CD44-296;CD44-297;CD44-298;CD44-292;CD44-293;CD44-206;CD44-252;CD44-287;CD44-289;CD44-290;CD44-291;CD44-288;CD44-251,136.8235294117647,130,140,tier3_polyA
CD44,CD44_polyA18,last_exon_group,CD44_polyA18_exon_ENST00000527326,11,35229129,35229446,+,ENST00000527326,CD44-225,136.8235294117647,130,140,tier1_group
CD44,CD44_polyA18,last_exon_group,CD44_polyA18_exon_ENST00000526669,11,35229129,35229460,+,ENST00000526669,CD44-224,136.8235294117647,130,140,tier1_group
CD44,CD44_polyA18,last_exon_group,CD44_polyA18_exon_ENST00000969377,11,35229129,35229465,+,ENST00000969377,CD44-299,136.8235294117647,130,140,tier1_group
CD44,CD44_polyA18,last_exon_group,CD44_polyA18_exon_ENST00000969372,11,35229129,35229466,+,ENST00000969372,CD44-294,136.8235294117647,130,140,tier1_group
CD44,CD44_polyA18,last_exon_group,CD44_polyA18_exon_ENST00000969373,11,35229129,35229466,+,ENST00000969373,CD44-295,136.8235294117647,130,140,tier1_group
CD44,CD44_polyA18,last_exon_group,CD44_polyA18_exon_ENST00000969374,11,35229129,35229466,+,ENST00000969374,CD44-296,136.8235294117647,130,140,tier1_group
CD44,CD44_polyA18,last_exon_group,CD44_polyA18_exon_ENST00000969375,11,35229129,35229466,+,ENST00000969375,CD44-297,136.8235294117647,130,140,tier1_group
CD44,CD44_polyA18,last_exon_group,CD44_polyA18_exon_ENST00000969376,11,35229129,35229466,+,ENST00000969376,CD44-298,136.8235294117647,130,140,tier1_group
CD44,CD44_polyA18,last_exon_group,CD44_polyA18_exon_ENST00000969370,11,35229129,35229467,+,ENST00000969370,CD44-292,136.8235294117647,130,140,tier1_group
CD44,CD44_polyA18,last_exon_group,CD44_polyA18_exon_ENST00000969371,11,35229129,35229467,+,ENST00000969371,CD44-293,136.8235294117647,130,140,tier1_group
CD44,CD44_polyA18,last_exon_group,CD44_polyA18_exon_ENST00000415148,11,35229129,35229468,+,ENST00000415148,CD44-206,136.8235294117647,130,140,tier1_group
CD44,CD44_polyA18,last_exon_group,CD44_polyA18_exon_ENST00000904023,11,35229129,35229468,+,ENST00000904023,CD44-252,136.8235294117647,130,140,tier1_group
CD44,CD44_polyA18,last_exon_group,CD44_polyA18_exon_ENST00000969365,11,35229129,35229468,+,ENST00000969365,CD44-287,136.8235294117647,130,140,tier1_group
CD44,CD44_polyA18,last_exon_group,CD44_polyA18_exon_ENST00000969367,11,35229129,35229468,+,ENST00000969367,CD44-289,136.8235294117647,130,140,tier1_group
CD44,CD44_polyA18,last_exon_group,CD44_polyA18_exon_ENST00000969368,11,35229129,35229468,+,ENST00000969368,CD44-290,136.8235294117647,130,140,tier1_group
CD44,CD44_polyA18,last_exon_group,CD44_polyA18_exon_ENST00000969369,11,35229129,35229468,+,ENST00000969369,CD44-291,136.8235294117647,130,140,tier1_group
CD44,CD44_polyA18,last_exon_group,CD44_polyA18_exon_ENST00000969366,11,35229129,35229469,+,ENST00000969366,CD44-288,136.8235294117647,130,140,tier1_group
CD44,CD44_polyA18,last_exon_group,CD44_polyA18_exon_ENST00000904022,11,35229129,35229470,+,ENST00000904022,CD44-251,136.8235294117647,130,140,tier1_group
CD44,CD44_polyA19,polyA_window,CD44_polyA19_window,11,35229469,35229869,+,ENST00000434472;ENST00000904020;ENST00000904021,CD44-210;CD44-249;CD44-250,339.3333333333333,336,341,tier3_polyA
CD44,CD44_polyA19,last_exon_group,CD44_polyA19_exon_ENST00000434472,11,35229129,35229666,+,ENST00000434472,CD44-210,339.3333333333333,336,341,tier1_group
CD44,CD44_polyA19,last_exon_group,CD44_polyA19_exon_ENST00000904020,11,35229129,35229671,+,ENST00000904020,CD44-249,339.3333333333333,336,341,tier1_group
CD44,CD44_polyA19,last_exon_group,CD44_polyA19_exon_ENST00000904021,11,35229129,35229671,+,ENST00000904021,CD44-250,339.3333333333333,336,341,tier1_group
CD44,CD44_polyA20,polyA_window,CD44_polyA20_window,11,35229589,35229989,+,ENST00000525469,CD44-218,459.0,459,459,tier3_polyA
CD44,CD44_polyA20,last_exon_group,CD44_polyA20_exon_ENST00000525469,11,35229129,35229789,+,ENST00000525469,CD44-218,459.0,459,459,tier1_group
CD44,CD44_polyA21,polyA_window,CD44_polyA21_window,11,35229822,35230222,+,ENST00000969364;ENST00000969362;ENST00000969363;ENST00000969360;ENST00000969361;ENST00000969357;ENST00000969358;ENST00000969359;ENST00000904019;ENST00000969347;ENST00000969348;ENST00000969349;ENST00000969351;ENST00000969352;ENST00000969353;ENST00000969354;ENST00000969355;ENST00000969356;ENST00000425428;ENST00000433892;ENST00000904018;ENST00000969345;ENST00000969346;ENST00000969350;ENST00000935511,CD44-286;CD44-284;CD44-285;CD44-282;CD44-283;CD44-279;CD44-280;CD44-281;CD44-248;CD44-269;CD44-270;CD44-271;CD44-273;CD44-274;CD44-275;CD44-276;CD44-277;CD44-278;CD44-207;CD44-209;CD44-247;CD44-267;CD44-268;CD44-272;CD44-253,2392.6,648,43189,tier3_polyA
CD44,CD44_polyA21,last_exon_group,CD44_polyA21_exon_ENST00000969364,11,35229129,35229978,+,ENST00000969364,CD44-286,2392.6,648,43189,tier1_group
CD44,CD44_polyA21,last_exon_group,CD44_polyA21_exon_ENST00000969362,11,35229129,35230017,+,ENST00000969362,CD44-284,2392.6,648,43189,tier1_group
CD44,CD44_polyA21,last_exon_group,CD44_polyA21_exon_ENST00000969363,11,35229129,35230019,+,ENST00000969363,CD44-285,2392.6,648,43189,tier1_group
CD44,CD44_polyA21,last_exon_group,CD44_polyA21_exon_ENST00000969360,11,35229129,35230020,+,ENST00000969360,CD44-282,2392.6,648,43189,tier1_group
CD44,CD44_polyA21,last_exon_group,CD44_polyA21_exon_ENST00000969361,11,35229129,35230020,+,ENST00000969361,CD44-283,2392.6,648,43189,tier1_group
CD44,CD44_polyA21,last_exon_group,CD44_polyA21_exon_ENST00000969357,11,35229129,35230022,+,ENST00000969357,CD44-279,2392.6,648,43189,tier1_group
CD44,CD44_polyA21,last_exon_group,CD44_polyA21_exon_ENST00000969358,11,35229129,35230023,+,ENST00000969358,CD44-280,2392.6,648,43189,tier1_group
CD44,CD44_polyA21,last_exon_group,CD44_polyA21_exon_ENST00000969359,11,35229129,35230024,+,ENST00000969359,CD44-281,2392.6,648,43189,tier1_group
CD44,CD44_polyA21,last_exon_group,CD44_polyA21_exon_ENST00000904019,11,35229129,35230026,+,ENST00000904019,CD44-248,2392.6,648,43189,tier1_group
CD44,CD44_polyA21,last_exon_group,CD44_polyA21_exon_ENST00000969347,11,35229129,35230026,+,ENST00000969347,CD44-269,2392.6,648,43189,tier1_group
CD44,CD44_polyA21,last_exon_group,CD44_polyA21_exon_ENST00000969348,11,35229129,35230026,+,ENST00000969348,CD44-270,2392.6,648,43189,tier1_group
CD44,CD44_polyA21,last_exon_group,CD44_polyA21_exon_ENST00000969349,11,35229129,35230026,+,ENST00000969349,CD44-271,2392.6,648,43189,tier1_group
CD44,CD44_polyA21,last_exon_group,CD44_polyA21_exon_ENST00000969351,11,35229129,35230026,+,ENST00000969351,CD44-273,2392.6,648,43189,tier1_group
CD44,CD44_polyA21,last_exon_group,CD44_polyA21_exon_ENST00000969352,11,35229129,35230026,+,ENST00000969352,CD44-274,2392.6,648,43189,tier1_group
CD44,CD44_polyA21,last_exon_group,CD44_polyA21_exon_ENST00000969353,11,35229129,35230026,+,ENST00000969353,CD44-275,2392.6,648,43189,tier1_group
CD44,CD44_polyA21,last_exon_group,CD44_polyA21_exon_ENST00000969354,11,35229129,35230026,+,ENST00000969354,CD44-276,2392.6,648,43189,tier1_group
CD44,CD44_polyA21,last_exon_group,CD44_polyA21_exon_ENST00000969355,11,35229129,35230026,+,ENST00000969355,CD44-277,2392.6,648,43189,tier1_group
CD44,CD44_polyA21,last_exon_group,CD44_polyA21_exon_ENST00000969356,11,35229129,35230026,+,ENST00000969356,CD44-278,2392.6,648,43189,tier1_group
CD44,CD44_polyA21,last_exon_group,CD44_polyA21_exon_ENST00000425428,11,35229129,35230027,+,ENST00000425428,CD44-207,2392.6,648,43189,tier1_group
CD44,CD44_polyA21,last_exon_group,CD44_polyA21_exon_ENST00000433892,11,35229129,35230027,+,ENST00000433892,CD44-209,2392.6,648,43189,tier1_group
CD44,CD44_polyA21,last_exon_group,CD44_polyA21_exon_ENST00000904018,11,35229129,35230027,+,ENST00000904018,CD44-247,2392.6,648,43189,tier1_group
CD44,CD44_polyA21,last_exon_group,CD44_polyA21_exon_ENST00000969345,11,35229129,35230027,+,ENST00000969345,CD44-267,2392.6,648,43189,tier1_group
CD44,CD44_polyA21,last_exon_group,CD44_polyA21_exon_ENST00000969346,11,35229129,35230027,+,ENST00000969346,CD44-268,2392.6,648,43189,tier1_group
CD44,CD44_polyA21,last_exon_group,CD44_polyA21_exon_ENST00000969350,11,35229129,35230027,+,ENST00000969350,CD44-272,2392.6,648,43189,tier1_group
CD44,CD44_polyA21,last_exon_group,CD44_polyA21_exon_ENST00000935511,11,35229129,35230028,+,ENST00000935511,CD44-253,2392.6,648,43189,tier1_group
CD44,CD44_polyA22,polyA_window,CD44_polyA22_window,11,35230738,35231138,+,ENST00000969344,CD44-266,1608.0,1608,1608,tier3_polyA
CD44,CD44_polyA22,last_exon_group,CD44_polyA22_exon_ENST00000969344,11,35229129,35230938,+,ENST00000969344,CD44-266,1608.0,1608,1608,tier1_group
CD44,CD44_polyA23,polyA_window,CD44_polyA23_window,11,35232194,35232594,+,ENST00000904011;ENST00000969333;ENST00000969332;ENST00000969343;ENST00000969342;ENST00000969340;ENST00000969341;ENST00000904016;ENST00000904017;ENST00000969337;ENST00000969338;ENST00000969339;ENST00000904015;ENST00000969336;ENST00000904010;ENST00000904014;ENST00000969334;ENST00000263398;ENST00000428726;ENST00000904012;ENST00000904013;ENST00000969335,CD44-240;CD44-255;CD44-254;CD44-265;CD44-264;CD44-262;CD44-263;CD44-245;CD44-246;CD44-259;CD44-260;CD44-261;CD44-244;CD44-258;CD44-239;CD44-243;CD44-256;CD44-201;CD44-208;CD44-241;CD44-242;CD44-257,3064.5,3050,3072,tier3_polyA
CD44,CD44_polyA23,last_exon_group,CD44_polyA23_exon_ENST00000904011,11,35229129,35232380,+,ENST00000904011,CD44-240,3064.5,3050,3072,tier1_group
CD44,CD44_polyA23,last_exon_group,CD44_polyA23_exon_ENST00000969333,11,35229129,35232382,+,ENST00000969333,CD44-255,3064.5,3050,3072,tier1_group
CD44,CD44_polyA23,last_exon_group,CD44_polyA23_exon_ENST00000969332,11,35229129,35232388,+,ENST00000969332,CD44-254,3064.5,3050,3072,tier1_group
CD44,CD44_polyA23,last_exon_group,CD44_polyA23_exon_ENST00000969343,11,35229129,35232388,+,ENST00000969343,CD44-265,3064.5,3050,3072,tier1_group
CD44,CD44_polyA23,last_exon_group,CD44_polyA23_exon_ENST00000969342,11,35229129,35232389,+,ENST00000969342,CD44-264,3064.5,3050,3072,tier1_group
CD44,CD44_polyA23,last_exon_group,CD44_polyA23_exon_ENST00000969340,11,35229129,35232390,+,ENST00000969340,CD44-262,3064.5,3050,3072,tier1_group
CD44,CD44_polyA23,last_exon_group,CD44_polyA23_exon_ENST00000969341,11,35229129,35232390,+,ENST00000969341,CD44-263,3064.5,3050,3072,tier1_group
CD44,CD44_polyA23,last_exon_group,CD44_polyA23_exon_ENST00000904016,11,35229129,35232393,+,ENST00000904016,CD44-245,3064.5,3050,3072,tier1_group
CD44,CD44_polyA23,last_exon_group,CD44_polyA23_exon_ENST00000904017,11,35229129,35232393,+,ENST00000904017,CD44-246,3064.5,3050,3072,tier1_group
CD44,CD44_polyA23,last_exon_group,CD44_polyA23_exon_ENST00000969337,11,35229129,35232393,+,ENST00000969337,CD44-259,3064.5,3050,3072,tier1_group
CD44,CD44_polyA23,last_exon_group,CD44_polyA23_exon_ENST00000969338,11,35229129,35232393,+,ENST00000969338,CD44-260,3064.5,3050,3072,tier1_group
CD44,CD44_polyA23,last_exon_group,CD44_polyA23_exon_ENST00000969339,11,35229129,35232393,+,ENST00000969339,CD44-261,3064.5,3050,3072,tier1_group
CD44,CD44_polyA23,last_exon_group,CD44_polyA23_exon_ENST00000904015,11,35229129,35232398,+,ENST00000904015,CD44-244,3064.5,3050,3072,tier1_group
CD44,CD44_polyA23,last_exon_group,CD44_polyA23_exon_ENST00000969336,11,35229129,35232398,+,ENST00000969336,CD44-258,3064.5,3050,3072,tier1_group
CD44,CD44_polyA23,last_exon_group,CD44_polyA23_exon_ENST00000904010,11,35229129,35232400,+,ENST00000904010,CD44-239,3064.5,3050,3072,tier1_group
CD44,CD44_polyA23,last_exon_group,CD44_polyA23_exon_ENST00000904014,11,35229129,35232400,+,ENST00000904014,CD44-243,3064.5,3050,3072,tier1_group
CD44,CD44_polyA23,last_exon_group,CD44_polyA23_exon_ENST00000969334,11,35229129,35232401,+,ENST00000969334,CD44-256,3064.5,3050,3072,tier1_group
CD44,CD44_polyA23,last_exon_group,CD44_polyA23_exon_ENST00000263398,11,35229129,35232402,+,ENST00000263398,CD44-201,3064.5,3050,3072,tier1_group
CD44,CD44_polyA23,last_exon_group,CD44_polyA23_exon_ENST00000428726,11,35229129,35232402,+,ENST00000428726,CD44-208,3064.5,3050,3072,tier1_group
CD44,CD44_polyA23,last_exon_group,CD44_polyA23_exon_ENST00000904012,11,35229129,35232402,+,ENST00000904012,CD44-241,3064.5,3050,3072,tier1_group
CD44,CD44_polyA23,last_exon_group,CD44_polyA23_exon_ENST00000904013,11,35229129,35232402,+,ENST00000904013,CD44-242,3064.5,3050,3072,tier1_group
CD44,CD44_polyA23,last_exon_group,CD44_polyA23_exon_ENST00000969335,11,35229129,35232402,+,ENST00000969335,CD44-257,3064.5,3050,3072,tier1_group
CD47,CD47_polyA1,polyA_window,CD47_polyA1_window,3,108042893,108043293,-,ENST00000355354;ENST00000361309;ENST00000887585,CD47-201;CD47-202;CD47-207,4196.333333333333,4193,4200,tier3_polyA
CD47,CD47_polyA1,last_exon_group,CD47_polyA1_exon_ENST00000355354,3,108043091,108047292,-,ENST00000355354,CD47-201,4196.333333333333,4193,4200,tier1_group
CD47,CD47_polyA1,last_exon_group,CD47_polyA1_exon_ENST00000361309,3,108043091,108047292,-,ENST00000361309,CD47-202,4196.333333333333,4193,4200,tier1_group
CD47,CD47_polyA1,last_exon_group,CD47_polyA1_exon_ENST00000887585,3,108043098,108047292,-,ENST00000887585,CD47-207,4196.333333333333,4193,4200,tier1_group
CD47,CD47_polyA2,polyA_window,CD47_polyA2_window,3,108043098,108043498,-,ENST00000471694,CD47-204,,,,tier3_polyA
CD47,CD47_polyA2,last_exon_group,CD47_polyA2_exon_ENST00000471694,3,108043298,108047292,-,ENST00000471694,CD47-204,,,,tier1_group
CD47,CD47_polyA3,polyA_window,CD47_polyA3_window,3,108043430,108043830,-,ENST00000887586,CD47-208,3661.0,3661,3661,tier3_polyA
CD47,CD47_polyA3,last_exon_group,CD47_polyA3_exon_ENST00000887586,3,108043630,108047292,-,ENST00000887586,CD47-208,3661.0,3661,3661,tier1_group
CD47,CD47_polyA4,polyA_window,CD47_polyA4_window,3,108044708,108045108,-,ENST00000887587,CD47-209,2383.0,2383,2383,tier3_polyA
CD47,CD47_polyA4,last_exon_group,CD47_polyA4_exon_ENST00000887587,3,108044908,108047292,-,ENST00000887587,CD47-209,2383.0,2383,2383,tier1_group
CD47,CD47_polyA5,polyA_window,CD47_polyA5_window,3,108045360,108045760,-,ENST00000887588,CD47-210,1731.0,1731,1731,tier3_polyA
CD47,CD47_polyA5,last_exon_group,CD47_polyA5_exon_ENST00000887588,3,108045560,108047292,-,ENST00000887588,CD47-210,1731.0,1731,1731,tier1_group
CD47,CD47_polyA6,polyA_window,CD47_polyA6_window,3,108046875,108047275,-,ENST00000887589;ENST00000887592;ENST00000920144;ENST00000887590;ENST00000398258;ENST00000517766;ENST00000887593;ENST00000887591;ENST00000960414;ENST00000960415,CD47-211;CD47-214;CD47-216;CD47-212;CD47-203;CD47-205;CD47-215;CD47-213;CD47-217;CD47-218,215.6,198,229,tier3_polyA
CD47,CD47_polyA6,last_exon_group,CD47_polyA6_exon_ENST00000887589,3,108047062,108047292,-,ENST00000887589,CD47-211,215.6,198,229,tier1_group
CD47,CD47_polyA6,last_exon_group,CD47_polyA6_exon_ENST00000887592,3,108047065,108047292,-,ENST00000887592,CD47-214,215.6,198,229,tier1_group
CD47,CD47_polyA6,last_exon_group,CD47_polyA6_exon_ENST00000920144,3,108047065,108047292,-,ENST00000920144,CD47-216,215.6,198,229,tier1_group
CD47,CD47_polyA6,last_exon_group,CD47_polyA6_exon_ENST00000887590,3,108047067,108047292,-,ENST00000887590,CD47-212,215.6,198,229,tier1_group
CD47,CD47_polyA6,last_exon_group,CD47_polyA6_exon_ENST00000398258,3,108047079,108047292,-,ENST00000398258,CD47-203,215.6,198,229,tier1_group
CD47,CD47_polyA6,last_exon_group,CD47_polyA6_exon_ENST00000517766,3,108047079,108047292,-,ENST00000517766,CD47-205,215.6,198,229,tier1_group
CD47,CD47_polyA6,last_exon_group,CD47_polyA6_exon_ENST00000887593,3,108047079,108047292,-,ENST00000887593,CD47-215,215.6,198,229,tier1_group
CD47,CD47_polyA6,last_exon_group,CD47_polyA6_exon_ENST00000887591,3,108047080,108047292,-,ENST00000887591,CD47-213,215.6,198,229,tier1_group
CD47,CD47_polyA6,last_exon_group,CD47_polyA6_exon_ENST00000960414,3,108047085,108047292,-,ENST00000960414,CD47-217,215.6,198,229,tier1_group
CD47,CD47_polyA6,last_exon_group,CD47_polyA6_exon_ENST00000960415,3,108047093,108047292,-,ENST00000960415,CD47-218,215.6,198,229,tier1_group
CD47,CD47_polyA7,polyA_window,CD47_polyA7_window,3,108059257,108059657,-,ENST00000644850,CD47-206,0.0,0,0,tier3_polyA
CD47,CD47_polyA7,last_exon_group,CD47_polyA7_exon_ENST00000644850,3,108059457,108059544,-,ENST00000644850,CD47-206,0.0,0,0,tier1_group
CD55,CD55_polyA1,polyA_window,CD55_polyA1_window,1,207327346,207327746,+,ENST00000695830,CD55-222,,,,tier3_polyA
CD55,CD55_polyA1,last_exon_group,CD55_polyA1_exon_ENST00000695830,1,207326752,207327546,+,ENST00000695830,CD55-222,,,,tier1_group
